Photo,Name,Name_,Links,Location,Contact,Hours,Season,Days_Open,Subtype,Category,Type,Management,Fee,Amenities,Features,Facilities,Details,Sports,Notes,Source,Status,Latitude,Longitude,MapCat
,Black River Forest,Black River Forest,,King County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Renton,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://rentonwa.gov/living/default.aspx?id=2328 target=""_blank"">Renton</a>",Open,47.476318,-122.239538,Recreation Area
,Blaine Place,Blaine Place,,King County,,,,,Recreation Areas,Park,Pocket Park,Owner: Seattle,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.626809,-122.364152,Other
,"<a href=http://parkstrails.myparksandrecreation.com/Details.aspx?pid=302 target=""_blank"">Bloomberg Hill Park</a>",Bloomberg Hill Park,,"20301 Hollyhills Drive NE, Bothell",,Hours: 8:00AM to Dusk,Season: Year round (Open),,Recreation Areas,Park,Neighborhood Park,Owner: Bothell,Free - No fee or pass,"Amenities: Picnic Tables, Playground",,"Facilites: Basketball Court, Paved Paths, Trails",,,"Located in the Morningside neighborhood, , Bloomberg Hill offers a playground and open space for children to play.","Location contributed by <a href=http://www.ci.bothell.wa.us/ target=""_blank"">Bothell</a>",Open,47.775511,-122.170894,Neighborhood Park
,Blue Dog Pond,Blue Dog Pond,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.589000,-122.298486,Neighborhood Park
,Blue Heron Park,Blue Heron Park,,King County,,,,,Recreation Areas,Park,,Owner: Lake Forest Park,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.752093,-122.281928,Neighborhood Park
,Blue Ridge Circle,Blue Ridge Circle,,King County,,,,,Recreation Areas,Park,Pocket Park,Owner: Seattle,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.704331,-122.380444,Other
,Blue Ridge Places,Blue Ridge Places,,King County,,,,,Recreation Areas,Park,Pocket Park,Owner: Seattle,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.703090,-122.381159,Other
,"<a href=http://parkstrails.myparksandrecreation.com/Details.aspx?pid=299 target=""_blank"">Blyth Park</a>",Blyth Park,,"16950 W Riverside Dr, Bothell",,Hours: 8:00AM to Dusk,Season: Year round (Open),,Recreation Areas,Park,,Owner: Bothell,Free - No fee or pass,"Amenities: Bathroom, BBQ Grill, Picnic Shelter, Picnic Tables, Playground, Potable Water",Features: River Access,"Facilites: Trails, Volleyball Court",,"Summer Sports: Fishing, Hiking","This park, Bothell's largest, is on the Sammamish River. It is extremely popular for group picnics.","Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.749493,-122.206170,Community Park
,BN Peninsula Natural Area,BN Peninsula Natural Area,,King County,,,,,Recreation Areas,Park,,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.383253,-122.013795,Recreation Area
,Boeing Creek Park & Open Space,Boeing Creek Park & Open Space,,King County,,,,,Recreation Areas,Park,,Owner: Shoreline,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.754184,-122.363710,Neighborhood Park
,Bog Natural Area,Bog Natural Area,,King County,,,,,Recreation Areas,Recreation Lands,Conservancy Land,Owner: Snoqualmie,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.536376,-121.872449,Recreation Area
,Boise Creek Park,Boise Creek Park,,King County,,,,,Recreation Areas,Park,,"Owner: Other School District; Manager: Enumclaw",,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.181860,-122.013301,Neighborhood Park
,"<a href=http://www.ci.snoqualmie.wa.us/Departments/ParksRecreationDepartment/SnoqualmieParks/BordenPark.aspx target=""_blank"">Borden Park</a>",Borden Park,,"35201 SE Kinsey St, Snoqualmie",,,,,Recreation Areas,Park,Neighborhood Park,Owner: Snoqualmie,Free - No fee or pass,"Amenities: Picnic Tables, Playground",,Facilites: Trails,,,"Borden Park is a popular spot to play. The park has fun play equipment, picnic tables and park benches and is bordered by the fitness trail.","Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.531633,-121.870674,Neighborhood Park
,Boren Park,Boren Park,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,,,Facilites: Trails,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.635274,-122.311627,Neighborhood Park
,Boren Place,Boren Place,,King County,,,,,Recreation Areas,Park,Pocket Park,Owner: Seattle,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.604999,-122.320952,Other
,Boulevard Lane Park,Boulevard Lane Park,,King County,,,,,Recreation Areas,Park,,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.434425,-122.174452,Neighborhood Park
,"<a href=http://www.ci.bellevue.wa.us/zumdieck.htm target=""_blank"">Zumdieck Park</a>",Zumdieck Park,,King County,,Hours: Dawn to dusk,Season: Year round (Open),,Recreation Areas,Park,Neighborhood Park,Owner: Bellevue,Free - No fee or pass,"Amenities: Bathroom, Picnic Tables, Playground",Features: Accessible Facilities,"Facilites: Tennis Court, Trails",,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.624114,-122.194709,Neighborhood Park
,Bow Lake Park,Bow Lake Park,,King County,,,,,Recreation Areas,Park,,Owner: SeaTac,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.444517,-122.270987,Neighborhood Park
,Boxley Creek Site,Boxley Creek Site,,King County,,,,,Recreation Areas,Park,Natural Area,Owner: King County,Free - No fee or pass,,,Facilites: Trails,,,The Snoqualmie Valley Trail crosses through this natural are which also has two other trails through it.,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.452035,-121.732543,Recreation Area
,"<a href=http://www.seattle.gov/parks/park_detail.asp?ID=349 target=""_blank"">Boylston Place</a>",Boylston Place,,"815 Broadway, Seattle",,Hours: 4am-11:30pm,,,Recreation Areas,Park,Pocket Park,Owner: Seattle,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.609976,-122.320940,Other
,BPA Trail Site,BPA Trail Site,,King County,,,,,Recreation Areas,Park,,"Owner: Other Utility District; Manager: Federal Way",,,,,,,,"Location contributed by <a href=http://www.visitfw.org/ target=""_blank"">Federal Way</a>",Open,47.301478,-122.335745,Neighborhood Park
,"<a href=http://parkstrails.myparksandrecreation.com/Details.aspx?pid=301 target=""_blank"">Bracketts Landing</a>",Bracketts Landing,,"11101 NE 174th St, Bothell",,Hours: 8:00AM to Dusk,Season: Year round (Open),,Recreation Areas,Park,Pocket Park,Owner: Bothell,Free - No fee or pass,Amenities: Picnic Tables,Features: River Access,,,,"This small pocket park, set alongside the Sammamish River provides a quiet resting stop off the Sammamish River Trail.","Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.754380,-122.193260,Other
,Bradner Gardens Park,Bradner Gardens Park,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,"Amenities: Bathroom, Play Area",Features: Accessible Facilities,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.587419,-122.295426,Neighborhood Park
,Brannan Park,Brannan Park,,King County,,,,,Recreation Areas,Park,,Owner: Auburn,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.332394,-122.214075,Neighborhood Park
,"<a href=http://parkstrails.myparksandrecreation.com/Details.aspx?pid=300 target=""_blank"">Brickyard Road Park</a>",Brickyard Road Park,,King County,,,,,Recreation Areas,Park,Neighborhood Park,Owner: Bothell,Free - No fee or pass,"Amenities: BBQ Grill, Picnic Tables, Playground",,"Facilites: Basketball Court, Tennis Court",,,"Comprised of open lawn areas and large trees, this neighborhood park was dedicated to the City of Bothell as part of the development of the Cherry Hill Farms Subdivision.","Location contributed by <a href=http://www.ci.bothell.wa.us/ target=""_blank"">Bothell</a>",Open,47.749813,-122.179524,Neighborhood Park
,Bridle Crest Trail Site - Redmond,Bridle Crest Trail Site - Redmond,,King County,,,,,Recreation Areas,Park,,Owner: Redmond,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.659308,-122.127409,Neighborhood Park
,Brighton Playfield,Brighton Playfield,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,Amenities: Bathroom,,"Facilites: Baseball or Softball Field, Basketball Court, Tennis Court",,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.548220,-122.282099,Neighborhood Park
,"<a href=http://kentwa.gov/content.aspx?id=10906 target=""_blank"">Briscoe Park</a>",Briscoe Park,,"S 190th St near 64th Ave S, Kent",,,Season: Year round (Open),,Recreation Areas,Park,Natural Area,Owner: Kent,Free - No fee or pass,"Amenities: Picnic Shelter, Picnic Tables",Features: River Access,Facilites: Trails,Parking: Parking on S 190th St,"Summer Sports: Fishing, Hiking",This small nature park on the Green River Trail provides access to the river.,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.433527,-122.260837,Recreation Area
,Broadview Park,Broadview Park,,King County,,,,,Recreation Areas,Park,Pocket Park,Owner: Seattle,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.717936,-122.355836,Other
"<img src='http://www.kirklandwa.gov/Assets/Parks/OnlineParksGuideImages/brookhaven1.jpg.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://www.kirklandwa.gov/depart/parks/Parks_and_Open_Spaces/Online_Parks_Guide/Parks_Pop-up_Main/Parks_and_Community_Services__Brookhaven_Park.htm? target=""_blank"">Brookhaven Park</a>",Brookhaven Park,,"9911 NE 128th St, Kirkland",,,Season: Year round (Open),,Recreation Areas,Park,Neighborhood Park,Owner: Kirkland,Free - No fee or pass,Amenities: Picnic Tables,Features: Interpretive Signs,,,,This park features the Junaita Creek Interpretive Overlook.,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.714784,-122.208381,Neighborhood Park
,Bruggers Bog Park,Bruggers Bog Park,,King County,,,,,Recreation Areas,Park,,Owner: Shoreline,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.772514,-122.304344,Neighborhood Park
,Bryant Neighborhood Playground,Bryant Neighborhood Playground,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,Amenities: Play Area,Features: Accessible Facilities,"Facilites: Basketball Court, Tennis Court",,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.675299,-122.283644,Neighborhood Park
,Bryn Mawr Park,Bryn Mawr Park,,King County,,,,,Recreation Areas,Park,,Owner: King County,,,,,,,,"Location contributed by <a href=http://rentonwa.gov/living/default.aspx?id=2328 target=""_blank"">Renton</a>",Open,47.494869,-122.232023,Neighborhood Park
,Burien Community Center,Burien Community Center,,King County,,,,,Recreation Areas,Park,,Owner: Burien,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.473157,-122.339900,Neighborhood Park
,Burke-Gilman Playground Park,Burke-Gilman Playground Park,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,Free - No fee or pass,"Amenities: Bathroom, Play Area",,"Facilites: Basketball Court, Trails",,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.666634,-122.282623,Neighborhood Park
,"<a href=http://kentwa.gov/content.aspx?id=11148 target=""_blank"">Burlington Green</a>",Burlington Green,,"W. Meeker Street and Railroad Avenue N., Kent",,,Season: Year round (Open),,Recreation Areas,Park,Neighborhood Park,Owner: Kent,Free - No fee or pass,Amenities: Gazebo,Features: Public Art,,Parking: Street parkiong on Railroad Ave,,"This open space in downtown Kent includes our International Sister City Parks.  It features a gazebo, connected by a gravel walking path to a Chinese pagoda and a small sculpture garden.","Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.382439,-122.232672,Neighborhood Park
,Burnett Linear Park,Burnett Linear Park,,King County,,,,,Recreation Areas,Park,,Owner: Renton,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://rentonwa.gov/living/default.aspx?id=2328 target=""_blank"">Renton</a>",Open,47.474846,-122.208250,Neighborhood Park
,"<a href=http://www.ci.bellevue.wa.us/burrows_landing.htm target=""_blank"">Burrows Landing</a>",Burrows Landing,,"SE 15th Street and 100th Avenue SE, Bellevue",,Hours: Dawn to dusk,,,Recreation Access,Water Access,Fishing Access,Owner: Bellevue,Free - No fee or pass,,Features: Lake Access,Facilites: Dock,,,The dock is at the end of the street.,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.597470,-122.210231,Fishing
,Burton Acres and Jenson Point,Burton Acres and Jenson Point,,King County,,,,,Recreation Areas,Park,,Owner: Vashon PRSD,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.390153,-122.451506,Neighborhood Park
,"<a href=http://www.ci.snoqualmie.wa.us/Departments/ParksRecreationDepartment/SnoqualmieParks/BybeePark.aspx target=""_blank"">Bybee Park</a>",Bybee Park,,"34802 SE Bybee St, Snoqualmie",,,,,Recreation Areas,Park,Neighborhood Park,Owner: Snoqualmie,Free - No fee or pass,"Amenities: Picnic Tables, Playground, Potable Water",,,,,"Bybee Park is a nice play spot for nearby neighbors with play equipment including a slide, two picnic tables, two benches and a water fountain.","Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.523611,-121.876614,Neighborhood Park
