Photo,Name,Name_,Links,Location,Contact,Hours,Season,Days_Open,Subtype,Category,Type,Management,Fee,Amenities,Features,Facilities,Details,Sports,Notes,Source,Status,Latitude,Longitude,MapCat
,"<a href=http://www.dnr.wa.gov/recreation target=""_blank"">DNR Trust Lands</a>",DNR Trust Lands,,"Adams, Asotin, Benton, Chelan, Clallam, Clark, Columbia, Cowlitz, Douglas, Ferry, Garfield, Grant, Grays Harbor, Jefferson, King, Kitsap, Kittitas, Klickitat, Lewis, Lincoln, Mason, Okanogan, Pacific, Pend Oreille, Pierce, Skagit, Skamania, Snohomish, Sp",,,,,Recreation Areas,Recreation Lands,Other Recreation Land,Owner: WDNR,Pass: Discover Pass,,,Facilites: Trails,,"Summer Sports: Geocaching, Hiking, Horseback Riding, Hunting, Jeep/4-Wheeling, Motorcycle, Mountain Biking, Rock Climbing","Most DNR Trust Lands are open to recreation although they may also be leased for other purposes, such as timber or grazing. Some leases restrict public access. Please respect posted signs.","Location contributed by <a href=http://www.dnr.wa.gov/ target=""_blank"">WDNR</a>",Open,-1.000000,-1.000000,Recreation Area
,"<a href=http://www.dnr.wa.gov/recreation target=""_blank"">DNR Trust Lands</a>",DNR Trust Lands,,"Adams, Asotin, Benton, Chelan, Clallam, Clark, Columbia, Cowlitz, Douglas, Ferry, Garfield, Grant, Grays Harbor, Jefferson, King, Kitsap, Kittitas, Klickitat, Lewis, Lincoln, Mason, Okanogan, Pacific, Pend Oreille, Pierce, Skagit, Skamania, Snohomish, Sp",,,,,Recreation Areas,Recreation Lands,Other Recreation Land,Owner: WDNR,Pass: Discover Pass,,,Facilites: Trails,,"Summer Sports: Geocaching, Hiking, Horseback Riding, Hunting, Jeep/4-Wheeling, Motorcycle, Mountain Biking, Rock Climbing","Most DNR Trust Lands are open to recreation although they may also be leased for other purposes, such as timber or grazing. Some leases restrict public access. Please respect posted signs.","Location contributed by <a href=http://www.dnr.wa.gov/ target=""_blank"">WDNR</a>",Open,-1.000000,-1.000000,Recreation Area
,"<a href=http://www.dnr.wa.gov/recreation target=""_blank"">DNR Trust Lands</a>",DNR Trust Lands,,"Adams, Asotin, Benton, Chelan, Clallam, Clark, Columbia, Cowlitz, Douglas, Ferry, Garfield, Grant, Grays Harbor, Jefferson, King, Kitsap, Kittitas, Klickitat, Lewis, Lincoln, Mason, Okanogan, Pacific, Pend Oreille, Pierce, Skagit, Skamania, Snohomish, Sp",,,,,Recreation Areas,Recreation Lands,Other Recreation Land,Owner: WDNR,Pass: Discover Pass,,,Facilites: Trails,,"Summer Sports: Geocaching, Hiking, Horseback Riding, Hunting, Jeep/4-Wheeling, Motorcycle, Mountain Biking, Rock Climbing","Most DNR Trust Lands are open to recreation although they may also be leased for other purposes, such as timber or grazing. Some leases restrict public access. Please respect posted signs.","Location contributed by <a href=http://www.dnr.wa.gov/ target=""_blank"">WDNR</a>",Open,-1.000000,-1.000000,Recreation Area
,"<a href=http://www.dnr.wa.gov/recreation target=""_blank"">DNR Trust Lands</a>",DNR Trust Lands,,"Adams, Asotin, Benton, Chelan, Clallam, Clark, Columbia, Cowlitz, Douglas, Ferry, Garfield, Grant, Grays Harbor, Jefferson, King, Kitsap, Kittitas, Klickitat, Lewis, Lincoln, Mason, Okanogan, Pacific, Pend Oreille, Pierce, Skagit, Skamania, Snohomish, Sp",,,,,Recreation Areas,Recreation Lands,Other Recreation Land,Owner: WDNR,Pass: Discover Pass,,,Facilites: Trails,,"Summer Sports: Geocaching, Hiking, Horseback Riding, Hunting, Jeep/4-Wheeling, Motorcycle, Mountain Biking, Rock Climbing","Most DNR Trust Lands are open to recreation although they may also be leased for other purposes, such as timber or grazing. Some leases restrict public access. Please respect posted signs.","Location contributed by <a href=http://www.dnr.wa.gov/ target=""_blank"">WDNR</a>",Open,-1.000000,-1.000000,Recreation Area
,"<a href=http://www.dnr.wa.gov/recreation target=""_blank"">DNR Trust Lands</a>",DNR Trust Lands,,"Adams, Asotin, Benton, Chelan, Clallam, Clark, Columbia, Cowlitz, Douglas, Ferry, Garfield, Grant, Grays Harbor, Jefferson, King, Kitsap, Kittitas, Klickitat, Lewis, Lincoln, Mason, Okanogan, Pacific, Pend Oreille, Pierce, Skagit, Skamania, Snohomish, Sp",,,,,Recreation Areas,Recreation Lands,Other Recreation Land,Owner: WDNR,Pass: Discover Pass,,,Facilites: Trails,,"Summer Sports: Geocaching, Hiking, Horseback Riding, Hunting, Jeep/4-Wheeling, Motorcycle, Mountain Biking, Rock Climbing","Most DNR Trust Lands are open to recreation although they may also be leased for other purposes, such as timber or grazing. Some leases restrict public access. Please respect posted signs.","Location contributed by <a href=http://www.dnr.wa.gov/ target=""_blank"">WDNR</a>",Open,-1.000000,-1.000000,Recreation Area
,"<a href=http://www.dnr.wa.gov/recreation target=""_blank"">DNR Trust Lands</a>",DNR Trust Lands,,"Adams, Asotin, Benton, Chelan, Clallam, Clark, Columbia, Cowlitz, Douglas, Ferry, Garfield, Grant, Grays Harbor, Jefferson, King, Kitsap, Kittitas, Klickitat, Lewis, Lincoln, Mason, Okanogan, Pacific, Pend Oreille, Pierce, Skagit, Skamania, Snohomish, Sp",,,,,Recreation Areas,Recreation Lands,Other Recreation Land,Owner: WDNR,Pass: Discover Pass,,,Facilites: Trails,,"Summer Sports: Geocaching, Hiking, Horseback Riding, Hunting, Jeep/4-Wheeling, Motorcycle, Mountain Biking, Rock Climbing","Most DNR Trust Lands are open to recreation although they may also be leased for other purposes, such as timber or grazing. Some leases restrict public access. Please respect posted signs.","Location contributed by <a href=http://www.dnr.wa.gov/ target=""_blank"">WDNR</a>",Open,-1.000000,-1.000000,Recreation Area
,"<a href=http://www.dnr.wa.gov/recreation target=""_blank"">DNR Trust Lands</a>",DNR Trust Lands,,"Adams, Asotin, Benton, Chelan, Clallam, Clark, Columbia, Cowlitz, Douglas, Ferry, Garfield, Grant, Grays Harbor, Jefferson, King, Kitsap, Kittitas, Klickitat, Lewis, Lincoln, Mason, Okanogan, Pacific, Pend Oreille, Pierce, Skagit, Skamania, Snohomish, Sp",,,,,Recreation Areas,Recreation Lands,Other Recreation Land,Owner: WDNR,Pass: Discover Pass,,,Facilites: Trails,,"Summer Sports: Geocaching, Hiking, Horseback Riding, Hunting, Jeep/4-Wheeling, Motorcycle, Mountain Biking, Rock Climbing","Most DNR Trust Lands are open to recreation although they may also be leased for other purposes, such as timber or grazing. Some leases restrict public access. Please respect posted signs.","Location contributed by <a href=http://www.dnr.wa.gov/ target=""_blank"">WDNR</a>",Open,-1.000000,-1.000000,Recreation Area
,"<a href=http://www.dnr.wa.gov/recreation target=""_blank"">DNR Trust Lands</a>",DNR Trust Lands,,"Adams, Asotin, Benton, Chelan, Clallam, Clark, Columbia, Cowlitz, Douglas, Ferry, Garfield, Grant, Grays Harbor, Jefferson, King, Kitsap, Kittitas, Klickitat, Lewis, Lincoln, Mason, Okanogan, Pacific, Pend Oreille, Pierce, Skagit, Skamania, Snohomish, Sp",,,,,Recreation Areas,Recreation Lands,Other Recreation Land,Owner: WDNR,Pass: Discover Pass,,,Facilites: Trails,,"Summer Sports: Geocaching, Hiking, Horseback Riding, Hunting, Jeep/4-Wheeling, Motorcycle, Mountain Biking, Rock Climbing","Most DNR Trust Lands are open to recreation although they may also be leased for other purposes, such as timber or grazing. Some leases restrict public access. Please respect posted signs.","Location contributed by <a href=http://www.dnr.wa.gov/ target=""_blank"">WDNR</a>",Open,-1.000000,-1.000000,Recreation Area
,"<a href=http://www.dnr.wa.gov/recreation target=""_blank"">DNR Trust Lands</a>",DNR Trust Lands,,"Adams, Asotin, Benton, Chelan, Clallam, Clark, Columbia, Cowlitz, Douglas, Ferry, Garfield, Grant, Grays Harbor, Jefferson, King, Kitsap, Kittitas, Klickitat, Lewis, Lincoln, Mason, Okanogan, Pacific, Pend Oreille, Pierce, Skagit, Skamania, Snohomish, Sp",,,,,Recreation Areas,Recreation Lands,Other Recreation Land,Owner: WDNR,Pass: Discover Pass,,,Facilites: Trails,,"Summer Sports: Geocaching, Hiking, Horseback Riding, Hunting, Jeep/4-Wheeling, Motorcycle, Mountain Biking, Rock Climbing","Most DNR Trust Lands are open to recreation although they may also be leased for other purposes, such as timber or grazing. Some leases restrict public access. Please respect posted signs.","Location contributed by <a href=http://www.dnr.wa.gov/ target=""_blank"">WDNR</a>",Open,-1.000000,-1.000000,Recreation Area
,"<a href=http://www.dnr.wa.gov/recreation target=""_blank"">DNR Trust Lands</a>",DNR Trust Lands,,"Adams, Asotin, Benton, Chelan, Clallam, Clark, Columbia, Cowlitz, Douglas, Ferry, Garfield, Grant, Grays Harbor, Jefferson, King, Kitsap, Kittitas, Klickitat, Lewis, Lincoln, Mason, Okanogan, Pacific, Pend Oreille, Pierce, Skagit, Skamania, Snohomish, Sp",,,,,Recreation Areas,Recreation Lands,Other Recreation Land,Owner: WDNR,Pass: Discover Pass,,,Facilites: Trails,,"Summer Sports: Geocaching, Hiking, Horseback Riding, Hunting, Jeep/4-Wheeling, Motorcycle, Mountain Biking, Rock Climbing","Most DNR Trust Lands are open to recreation although they may also be leased for other purposes, such as timber or grazing. Some leases restrict public access. Please respect posted signs.","Location contributed by <a href=http://www.dnr.wa.gov/ target=""_blank"">WDNR</a>",Open,-1.000000,-1.000000,Recreation Area
,"<a href=http://www.dnr.wa.gov/recreation target=""_blank"">DNR Trust Lands</a>",DNR Trust Lands,,"Adams, Asotin, Benton, Chelan, Clallam, Clark, Columbia, Cowlitz, Douglas, Ferry, Garfield, Grant, Grays Harbor, Jefferson, King, Kitsap, Kittitas, Klickitat, Lewis, Lincoln, Mason, Okanogan, Pacific, Pend Oreille, Pierce, Skagit, Skamania, Snohomish, Sp",,,,,Recreation Areas,Recreation Lands,Other Recreation Land,Owner: WDNR,Pass: Discover Pass,,,Facilites: Trails,,"Summer Sports: Geocaching, Hiking, Horseback Riding, Hunting, Jeep/4-Wheeling, Motorcycle, Mountain Biking, Rock Climbing","Most DNR Trust Lands are open to recreation although they may also be leased for other purposes, such as timber or grazing. Some leases restrict public access. Please respect posted signs.","Location contributed by <a href=http://www.dnr.wa.gov/ target=""_blank"">WDNR</a>",Open,-1.000000,-1.000000,Recreation Area
,"<a href=http://www.dnr.wa.gov/recreation target=""_blank"">DNR Trust Lands</a>",DNR Trust Lands,,"Adams, Asotin, Benton, Chelan, Clallam, Clark, Columbia, Cowlitz, Douglas, Ferry, Garfield, Grant, Grays Harbor, Jefferson, King, Kitsap, Kittitas, Klickitat, Lewis, Lincoln, Mason, Okanogan, Pacific, Pend Oreille, Pierce, Skagit, Skamania, Snohomish, Sp",,,,,Recreation Areas,Recreation Lands,Other Recreation Land,Owner: WDNR,Pass: Discover Pass,,,Facilites: Trails,,"Summer Sports: Geocaching, Hiking, Horseback Riding, Hunting, Jeep/4-Wheeling, Motorcycle, Mountain Biking, Rock Climbing","Most DNR Trust Lands are open to recreation although they may also be leased for other purposes, such as timber or grazing. Some leases restrict public access. Please respect posted signs.","Location contributed by <a href=http://www.dnr.wa.gov/ target=""_blank"">WDNR</a>",Open,-1.000000,-1.000000,Recreation Area
,"<a href=http://www.dnr.wa.gov/recreation target=""_blank"">DNR Trust Lands</a>",DNR Trust Lands,,"Adams, Asotin, Benton, Chelan, Clallam, Clark, Columbia, Cowlitz, Douglas, Ferry, Garfield, Grant, Grays Harbor, Jefferson, King, Kitsap, Kittitas, Klickitat, Lewis, Lincoln, Mason, Okanogan, Pacific, Pend Oreille, Pierce, Skagit, Skamania, Snohomish, Sp",,,,,Recreation Areas,Recreation Lands,Other Recreation Land,Owner: WDNR,Pass: Discover Pass,,,Facilites: Trails,,"Summer Sports: Geocaching, Hiking, Horseback Riding, Hunting, Jeep/4-Wheeling, Motorcycle, Mountain Biking, Rock Climbing","Most DNR Trust Lands are open to recreation although they may also be leased for other purposes, such as timber or grazing. Some leases restrict public access. Please respect posted signs.","Location contributed by <a href=http://www.dnr.wa.gov/ target=""_blank"">WDNR</a>",Open,-1.000000,-1.000000,Recreation Area
,"<a href=http://www.dnr.wa.gov/recreation target=""_blank"">DNR Trust Lands</a>",DNR Trust Lands,,"Adams, Asotin, Benton, Chelan, Clallam, Clark, Columbia, Cowlitz, Douglas, Ferry, Garfield, Grant, Grays Harbor, Jefferson, King, Kitsap, Kittitas, Klickitat, Lewis, Lincoln, Mason, Okanogan, Pacific, Pend Oreille, Pierce, Skagit, Skamania, Snohomish, Sp",,,,,Recreation Areas,Recreation Lands,Other Recreation Land,Owner: WDNR,Pass: Discover Pass,,,Facilites: Trails,,"Summer Sports: Geocaching, Hiking, Horseback Riding, Hunting, Jeep/4-Wheeling, Motorcycle, Mountain Biking, Rock Climbing","Most DNR Trust Lands are open to recreation although they may also be leased for other purposes, such as timber or grazing. Some leases restrict public access. Please respect posted signs.","Location contributed by <a href=http://www.dnr.wa.gov/ target=""_blank"">WDNR</a>",Open,-1.000000,-1.000000,Recreation Area
,"<a href=http://www.dnr.wa.gov/recreation target=""_blank"">DNR Trust Lands</a>",DNR Trust Lands,,"Adams, Asotin, Benton, Chelan, Clallam, Clark, Columbia, Cowlitz, Douglas, Ferry, Garfield, Grant, Grays Harbor, Jefferson, King, Kitsap, Kittitas, Klickitat, Lewis, Lincoln, Mason, Okanogan, Pacific, Pend Oreille, Pierce, Skagit, Skamania, Snohomish, Sp",,,,,Recreation Areas,Recreation Lands,Other Recreation Land,Owner: WDNR,Pass: Discover Pass,,,Facilites: Trails,,"Summer Sports: Geocaching, Hiking, Horseback Riding, Hunting, Jeep/4-Wheeling, Motorcycle, Mountain Biking, Rock Climbing","Most DNR Trust Lands are open to recreation although they may also be leased for other purposes, such as timber or grazing. Some leases restrict public access. Please respect posted signs.","Location contributed by <a href=http://www.dnr.wa.gov/ target=""_blank"">WDNR</a>",Open,-1.000000,-1.000000,Recreation Area
,"<a href=http://www.dnr.wa.gov/recreation target=""_blank"">DNR Trust Lands</a>",DNR Trust Lands,,"Adams, Asotin, Benton, Chelan, Clallam, Clark, Columbia, Cowlitz, Douglas, Ferry, Garfield, Grant, Grays Harbor, Jefferson, King, Kitsap, Kittitas, Klickitat, Lewis, Lincoln, Mason, Okanogan, Pacific, Pend Oreille, Pierce, Skagit, Skamania, Snohomish, Sp",,,,,Recreation Areas,Recreation Lands,Other Recreation Land,Owner: WDNR,Pass: Discover Pass,,,Facilites: Trails,,"Summer Sports: Geocaching, Hiking, Horseback Riding, Hunting, Jeep/4-Wheeling, Motorcycle, Mountain Biking, Rock Climbing","Most DNR Trust Lands are open to recreation although they may also be leased for other purposes, such as timber or grazing. Some leases restrict public access. Please respect posted signs.","Location contributed by <a href=http://www.dnr.wa.gov/ target=""_blank"">WDNR</a>",Open,-1.000000,-1.000000,Recreation Area
,"<a href=http://www.dnr.wa.gov/recreation target=""_blank"">DNR Trust Lands</a>",DNR Trust Lands,,"Adams, Asotin, Benton, Chelan, Clallam, Clark, Columbia, Cowlitz, Douglas, Ferry, Garfield, Grant, Grays Harbor, Jefferson, King, Kitsap, Kittitas, Klickitat, Lewis, Lincoln, Mason, Okanogan, Pacific, Pend Oreille, Pierce, Skagit, Skamania, Snohomish, Sp",,,,,Recreation Areas,Recreation Lands,Other Recreation Land,Owner: WDNR,Pass: Discover Pass,,,Facilites: Trails,,"Summer Sports: Geocaching, Hiking, Horseback Riding, Hunting, Jeep/4-Wheeling, Motorcycle, Mountain Biking, Rock Climbing","Most DNR Trust Lands are open to recreation although they may also be leased for other purposes, such as timber or grazing. Some leases restrict public access. Please respect posted signs.","Location contributed by <a href=http://www.dnr.wa.gov/ target=""_blank"">WDNR</a>",Open,-1.000000,-1.000000,Recreation Area
